City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,AQI_Missing_Original,AQI_Category,Year,Month,Month_Name
Bangalore,2018-05-08,110.0,60.5,118.8,91.3,125.4,1.16,104.5,False,Moderate,2018,5,May
Bangalore,2018-05-09,67.0,36.85,72.36,55.61,76.38,0.7,63.65,False,Satisfactory,2018,5,May
Bangalore,2018-05-10,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False,Satisfactory,2018,5,May
Bangalore,2018-05-11,53.0,29.15,57.24,43.99,60.42,0.56,50.35,False,Satisfactory,2018,5,May
Bangalore,2018-05-12,65.0,35.75,70.2,53.95,74.1,0.68,61.75,False,Satisfactory,2018,5,May
Bangalore,2018-05-13,60.0,33.0,64.8,49.8,68.4,0.63,57.0,False,Satisfactory,2018,5,May
Bangalore,2018-05-14,74.0,40.7,79.92,61.42,84.36,0.78,70.3,False,Satisfactory,2018,5,May
Bangalore,2018-05-15,55.0,30.25,59.4,45.65,62.7,0.58,52.25,False,Satisfactory,2018,5,May
Bangalore,2018-05-16,63.0,34.65,68.04,52.29,71.82,0.66,59.85,False,Satisfactory,2018,5,May
Bangalore,2018-05-17,82.0,45.1,88.56,68.06,93.48,0.86,77.9,False,Satisfactory,2018,5,May
Bangalore,2018-05-18,85.0,46.75,91.8,70.55,96.9,0.89,80.75,False,Satisfactory,2018,5,May
Bangalore,2018-05-19,103.0,56.65,111.24,85.49,117.42,1.08,97.85,False,Moderate,2018,5,May
Bangalore,2018-05-20,82.0,45.1,88.56,68.06,93.48,0.86,77.9,False,Satisfactory,2018,5,May
Bangalore,2018-05-21,68.0,37.4,73.44,56.44,77.52,0.71,64.6,False,Satisfactory,2018,5,May
Bangalore,2018-05-22,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False,Satisfactory,2018,5,May
Bangalore,2018-05-23,115.0,63.25,124.2,95.45,131.1,1.21,109.25,False,Moderate,2018,5,May
Bangalore,2018-05-24,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False,Satisfactory,2018,5,May
Bangalore,2018-05-25,92.0,50.6,99.36,76.36,104.88,0.97,87.4,False,Satisfactory,2018,5,May
Bangalore,2018-05-26,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False,Satisfactory,2018,5,May
Bangalore,2018-05-27,73.0,40.15,78.84,60.59,83.22,0.77,69.35,False,Satisfactory,2018,5,May
Bangalore,2018-05-28,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False,Satisfactory,2018,5,May
Bangalore,2018-05-29,59.0,32.45,63.72,48.97,67.26,0.62,56.05,False,Satisfactory,2018,5,May
Bangalore,2018-05-30,55.0,30.25,59.4,45.65,62.7,0.58,52.25,False,Satisfactory,2018,5,May
Bangalore,2018-05-31,69.0,37.95,74.52,57.27,78.66,0.72,65.55,False,Satisfactory,2018,5,May
Bangalore,2018-06-01,70.0,38.5,75.6,58.1,79.8,0.74,66.5,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-02,79.0,43.45,85.32,65.57,90.06,0.83,75.05,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-03,78.0,42.9,84.24,64.74,88.92,0.82,74.1,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-04,59.0,32.45,63.72,48.97,67.26,0.62,56.05,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-05,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-06,57.0,31.35,61.56,47.31,64.98,0.6,54.15,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-07,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-08,55.0,30.25,59.4,45.65,62.7,0.58,52.25,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-09,58.0,31.9,62.64,48.14,66.12,0.61,55.1,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-10,53.0,29.15,57.24,43.99,60.42,0.56,50.35,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-11,88.0,48.4,95.04,73.04,100.32,0.92,83.6,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-12,57.0,31.35,61.56,47.31,64.98,0.6,54.15,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-13,54.0,29.7,58.32,44.82,61.56,0.57,51.3,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-14,59.0,32.45,63.72,48.97,67.26,0.62,56.05,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-15,71.0,39.05,76.68,58.93,80.94,0.75,67.45,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-16,70.0,38.5,75.6,58.1,79.8,0.74,66.5,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-17,50.0,27.5,54.0,41.5,57.0,0.53,47.5,False,Good,2018,6,Jun
Bangalore,2018-06-18,43.0,23.65,46.44,35.69,49.02,0.45,40.85,False,Good,2018,6,Jun
Bangalore,2018-06-19,71.0,39.05,76.68,58.93,80.94,0.75,67.45,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-20,57.0,31.35,61.56,47.31,64.98,0.6,54.15,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-21,58.0,31.9,62.64,48.14,66.12,0.61,55.1,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-22,65.0,35.75,70.2,53.95,74.1,0.68,61.75,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-23,62.0,34.1,66.96,51.46,70.68,0.65,58.9,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-24,59.0,32.45,63.72,48.97,67.26,0.62,56.05,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-25,75.0,41.25,81.0,62.25,85.5,0.79,71.25,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-26,58.0,31.9,62.64,48.14,66.12,0.61,55.1,False,Satisfactory,2018,6,Jun
Bangalore,2018-06-27,45.0,24.75,48.6,37.35,51.3,0.47,42.75,False,Good,2018,6,Jun
Bangalore,2018-06-28,48.0,26.4,51.84,39.84,54.72,0.5,45.6,False,Good,2018,6,Jun
Bangalore,2018-06-29,42.0,23.1,45.36,34.86,47.88,0.44,39.9,False,Good,2018,6,Jun
Bangalore,2018-06-30,57.0,31.35,61.56,47.31,64.98,0.6,54.15,False,Satisfactory,2018,6,Jun
Bangalore,2018-07-01,52.0,28.6,56.16,43.16,59.28,0.55,49.4,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-02,62.0,34.1,66.96,51.46,70.68,0.65,58.9,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-03,54.0,29.7,58.32,44.82,61.56,0.57,51.3,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-04,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-05,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-06,62.0,34.1,66.96,51.46,70.68,0.65,58.9,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-07,44.0,24.2,47.52,36.52,50.16,0.46,41.8,False,Good,2018,7,Jul
Bangalore,2018-07-08,53.0,29.15,57.24,43.99,60.42,0.56,50.35,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-09,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-10,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-11,68.0,37.4,73.44,56.44,77.52,0.71,64.6,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-12,50.0,27.5,54.0,41.5,57.0,0.53,47.5,False,Good,2018,7,Jul
Bangalore,2018-07-13,45.0,24.75,48.6,37.35,51.3,0.47,42.75,False,Good,2018,7,Jul
Bangalore,2018-07-14,54.0,29.7,58.32,44.82,61.56,0.57,51.3,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-15,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-16,49.0,26.95,52.92,40.67,55.86,0.51,46.55,False,Good,2018,7,Jul
Bangalore,2018-07-17,52.0,28.6,56.16,43.16,59.28,0.55,49.4,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-18,49.0,26.95,52.92,40.67,55.86,0.51,46.55,False,Good,2018,7,Jul
Bangalore,2018-07-19,50.0,27.5,54.0,41.5,57.0,0.53,47.5,False,Good,2018,7,Jul
Bangalore,2018-07-20,43.0,23.65,46.44,35.69,49.02,0.45,40.85,False,Good,2018,7,Jul
Bangalore,2018-07-21,49.0,26.95,52.92,40.67,55.86,0.51,46.55,False,Good,2018,7,Jul
Bangalore,2018-07-22,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-23,48.0,26.4,51.84,39.84,54.72,0.5,45.6,False,Good,2018,7,Jul
Bangalore,2018-07-24,65.0,35.75,70.2,53.95,74.1,0.68,61.75,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-25,47.0,25.85,50.76,39.01,53.58,0.49,44.65,False,Good,2018,7,Jul
Bangalore,2018-07-26,50.0,27.5,54.0,41.5,57.0,0.53,47.5,False,Good,2018,7,Jul
Bangalore,2018-07-27,62.0,34.1,66.96,51.46,70.68,0.65,58.9,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-28,51.0,28.05,55.08,42.33,58.14,0.54,48.45,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-29,51.0,28.05,55.08,42.33,58.14,0.54,48.45,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-30,70.0,38.5,75.6,58.1,79.8,0.74,66.5,False,Satisfactory,2018,7,Jul
Bangalore,2018-07-31,57.0,31.35,61.56,47.31,64.98,0.6,54.15,False,Satisfactory,2018,7,Jul
Bangalore,2018-08-01,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False,Satisfactory,2018,8,Aug
Bangalore,2018-08-02,52.0,28.6,56.16,43.16,59.28,0.55,49.4,False,Satisfactory,2018,8,Aug
Bangalore,2018-08-03,46.0,25.3,49.68,38.18,52.44,0.48,43.7,False,Good,2018,8,Aug
Bangalore,2018-08-04,75.0,41.25,81.0,62.25,85.5,0.79,71.25,False,Satisfactory,2018,8,Aug
Bangalore,2018-08-05,73.0,40.15,78.84,60.59,83.22,0.77,69.35,False,Satisfactory,2018,8,Aug
Bangalore,2018-08-06,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False,Satisfactory,2018,8,Aug
Bangalore,2018-08-07,59.0,32.45,63.72,48.97,67.26,0.62,56.05,False,Satisfactory,2018,8,Aug
Bangalore,2018-08-08,51.0,28.05,55.08,42.33,58.14,0.54,48.45,False,Satisfactory,2018,8,Aug
Bangalore,2018-08-09,50.0,27.5,54.0,41.5,57.0,0.53,47.5,False,Good,2018,8,Aug
Bangalore,2018-08-10,58.0,31.9,62.64,48.14,66.12,0.61,55.1,False,Satisfactory,2018,8,Aug
Bangalore,2018-08-11,48.0,26.4,51.84,39.84,54.72,0.5,45.6,False,Good,2018,8,Aug
Bangalore,2018-08-12,48.0,26.4,51.84,39.84,54.72,0.5,45.6,False,Good,2018,8,Aug
Bangalore,2018-08-13,43.0,23.65,46.44,35.69,49.02,0.45,40.85,False,Good,2018,8,Aug
Bangalore,2018-08-14,57.0,31.35,61.56,47.31,64.98,0.6,54.15,False,Satisfactory,2018,8,Aug
Bangalore,2018-08-15,46.0,25.3,49.68,38.18,52.44,0.48,43.7,False,Good,2018,8,Aug
Bangalore,2018-08-16,45.0,24.75,48.6,37.35,51.3,0.47,42.75,False,Good,2018,8,Aug
Bangalore,2018-08-17,45.0,24.75,48.6,37.35,51.3,0.47,42.75,False,Good,2018,8,Aug
Bangalore,2018-08-18,51.0,28.05,55.08,42.33,58.14,0.54,48.45,False,Satisfactory,2018,8,Aug
Bangalore,2018-08-19,54.0,29.7,58.32,44.82,61.56,0.57,51.3,False,Satisfactory,2018,8,Aug
Bangalore,2018-08-20,52.0,28.6,56.16,43.16,59.28,0.55,49.4,False,Satisfactory,2018,8,Aug
Bangalore,2018-08-21,68.0,37.4,73.44,56.44,77.52,0.71,64.6,False,Satisfactory,2018,8,Aug
Bangalore,2018-08-22,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False,Satisfactory,2018,8,Aug
Bangalore,2018-08-23,57.0,31.35,61.56,47.31,64.98,0.6,54.15,False,Satisfactory,2018,8,Aug
Bangalore,2018-08-24,52.0,28.6,56.16,43.16,59.28,0.55,49.4,False,Satisfactory,2018,8,Aug
Bangalore,2018-08-25,60.0,33.0,64.8,49.8,68.4,0.63,57.0,False,Satisfactory,2018,8,Aug
Bangalore,2018-08-26,52.0,28.6,56.16,43.16,59.28,0.55,49.4,False,Satisfactory,2018,8,Aug
